Location,year,month,day,hour,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
Wanshouxigong,2015,8,16,15,32,355,35.2,999.8,17,0
Wanshouxigong,2015,8,16,16,45,300,35.1,999.4,16.4,0
Wanshouxigong,2015,8,16,17,31,255,34.3,999.4,17.1,0
Wanshouxigong,2015,8,16,18,38,247,33.5,999.5,17.6,0
Wanshouxigong,2015,8,16,19,74,249,32.3,1000,19.2,0
Wanshouxigong,2015,8,16,20,89,229,31.6,1000.6,19.9,0
Wanshouxigong,2015,8,16,21,71,177,31.2,1001.1,18.9,0
Wanshouxigong,2015,8,16,22,71,146,30.5,1001.1,18.9,0
Wanshouxigong,2015,8,16,23,67,146,29.8,1001,19.2,0
Wanshouxigong,2015,8,17,0,77,139,29.2,1000.7,19.2,0
Wanshouxigong,2015,8,17,1,67,121,28.8,1000.6,19.1,0
Wanshouxigong,2015,8,17,2,60,103,27.3,1000.5,19.4,0
Wanshouxigong,2015,8,17,3,73,91,25,1000.4,19.8,0
Wanshouxigong,2015,8,17,4,60,66,26.7,1000.6,19.1,0
Wanshouxigong,2015,8,17,5,90,51,26.1,1000.7,19.2,0
Wanshouxigong,2015,8,17,6,100,37,25.3,1001.3,19.4,0
Wanshouxigong,2015,8,17,7,91,27,25.8,1001.7,19.7,0
Wanshouxigong,2015,8,17,8,73,40,27.2,1002,19.5,0
Wanshouxigong,2015,8,17,9,92,85,28.5,1002.4,20.5,0
Wanshouxigong,2015,8,17,10,84,117,29.3,1003,19.3,0
Wanshouxigong,2015,8,17,11,90,167,30.2,1003,20.7,0
Wanshouxigong,2015,8,17,12,73,193,31.6,1002.4,19.3,0
Wanshouxigong,2015,8,17,13,61,188,31.6,1001.8,18.2,0
Wanshouxigong,2015,8,17,14,79,219,33,1001.7,18.8,0
Wanshouxigong,2015,8,17,15,63,231,33,1001.1,19.5,0
Wanshouxigong,2015,8,17,16,62,218,33.9,1000.7,15.8,0
Wanshouxigong,2015,8,17,17,61,212,32.8,1000.9,17.8,0
Wanshouxigong,2015,8,17,18,64,206,31.7,1000.9,19.3,0
Wanshouxigong,2015,8,17,19,75,192,29.1,1001.6,16,0
Wanshouxigong,2015,8,17,20,64,152,28.7,1002.5,16.3,0
Wanshouxigong,2015,8,17,21,62,125,28.4,1002.7,16.7,0
Wanshouxigong,2015,8,17,22,61,92,28.8,1002.8,19.7,0
Wanshouxigong,2015,8,17,23,85,86,28.3,1003.2,20.8,0
Wanshouxigong,2015,8,18,0,95,91,28.1,1003.7,21.9,0
Wanshouxigong,2015,8,18,1,81,89,26.7,1004,20.5,0
Wanshouxigong,2015,8,18,2,89,89,25.2,1004.4,19.3,0
Wanshouxigong,2015,8,18,3,82,92,24.9,1004.7,20.2,0
Wanshouxigong,2015,8,18,4,78,67,24.5,1005.1,17.5,0
Wanshouxigong,2015,8,18,5,64,55,23.8,1005.6,16.3,0
Wanshouxigong,2015,8,18,6,36,110,23.4,1006.2,16,0
Wanshouxigong,2015,8,18,7,33,108,23.9,1006.6,16.2,0
Wanshouxigong,2015,8,18,8,35,98,24.6,1006.1,16.8,0
Wanshouxigong,2015,8,18,9,27,86,24.8,1007,17,0
Wanshouxigong,2015,8,18,10,51,70,25.2,1007.6,17.9,0
Wanshouxigong,2015,8,18,11,64,49,26.7,1007.7,19.3,0
Wanshouxigong,2015,8,18,12,120,77,28.6,1007.3,17.5,0
Wanshouxigong,2015,8,18,13,100,138,29.2,1006.3,17.1,0
Wanshouxigong,2015,8,18,14,51,187,30.2,1005.9,17.6,0
Wanshouxigong,2015,8,18,15,37,189,30.3,1005.7,15.2,0
Wanshouxigong,2015,8,18,16,33,161,28.6,1005.7,17.5,0
Wanshouxigong,2015,8,18,17,30,140,27,1006.4,17.8,0
Wanshouxigong,2015,8,18,18,36,137,27.4,1005.9,15.1,0
Wanshouxigong,2015,8,18,19,33,132,27.4,1005.1,14.8,0
Wanshouxigong,2015,8,18,20,19,130,26.4,1006.4,16.6,0
Wanshouxigong,2015,8,18,21,11,104,25.1,1006.7,17.6,0
Wanshouxigong,2015,8,18,22,30,80,25.2,1006.7,17.1,0
Wanshouxigong,2015,8,18,23,15,65,24.3,1006.6,17.3,0
Wanshouxigong,2015,8,19,0,41,77,23.7,1006.6,17.7,0
Wanshouxigong,2015,8,19,1,43,69,24.2,1006.2,17.7,0
Wanshouxigong,2015,8,19,2,56,90,24.2,1006.8,17.9,0
Wanshouxigong,2015,8,19,3,42,99,24.1,1007.1,17.8,0
Wanshouxigong,2015,8,19,4,32,85,23.6,1007.3,18.5,0
Wanshouxigong,2015,8,19,5,53,42,22.3,1007.8,19.5,0.1
Wanshouxigong,2015,8,19,6,44,49,22.2,1008.5,20.3,0.1
Wanshouxigong,2015,8,19,7,49,30,22.2,1008.9,19.7,0
Wanshouxigong,2015,8,19,8,29,16,22.1,1008.3,20.4,0
Wanshouxigong,2015,8,19,9,64,18,22.8,1007.7,20.1,0
Wanshouxigong,2015,8,19,10,53,36,24.1,1007.7,19.8,0
Wanshouxigong,2015,8,19,11,76,66,25,1007.7,20,0
Wanshouxigong,2015,8,19,12,78,100,25.7,1007.5,19.1,0
Wanshouxigong,2015,8,19,13,52,122,26.6,1007.1,19,0
Wanshouxigong,2015,8,19,14,43,158,28.5,1006.5,17.1,0
Wanshouxigong,2015,8,19,15,39,193,28.3,1005.3,18.1,0
Wanshouxigong,2015,8,19,16,47,199,27.9,1005.5,18.6,0
Wanshouxigong,2015,8,19,17,43,179,27.2,1005.4,19.3,0
Wanshouxigong,2015,8,19,18,31,168,27.4,1004.9,18.9,0
Wanshouxigong,2015,8,19,19,48,172,26.8,1005.5,19.2,0
Wanshouxigong,2015,8,19,20,72,159,26.6,1006.3,19.7,0
Wanshouxigong,2015,8,19,21,73,132,25.5,1006.7,20.3,0
Wanshouxigong,2015,8,19,22,74,111,23.3,1006.9,17.1,0
Wanshouxigong,2015,8,19,23,43,69,22.4,1006.6,17.5,0
Wanshouxigong,2015,8,20,0,71,60,22.5,1006.9,16.5,0
Wanshouxigong,2015,8,20,1,32,63,21.7,1006.1,16,0
Wanshouxigong,2015,8,20,2,19,76,20.9,1005.8,16.3,0
Wanshouxigong,2015,8,20,3,49,82,21.4,1005.7,16.4,0
Wanshouxigong,2015,8,20,4,13,80,20.8,1005.5,16.6,0
Wanshouxigong,2015,8,20,5,21,72,19.8,1005.5,16.4,0
Wanshouxigong,2015,8,20,6,33,64,19.7,1005.5,16.7,0
Wanshouxigong,2015,8,20,7,27,66,21.1,1005.7,16.5,0
Wanshouxigong,2015,8,20,8,17,73,23,1005.7,17,0
Wanshouxigong,2015,8,20,9,44,86,24.5,1005.6,17.5,0
Wanshouxigong,2015,8,20,10,61,102,26.1,1005.6,18.8,0
Wanshouxigong,2015,8,20,11,53,132,27.6,1004.9,18.6,0
Wanshouxigong,2015,8,20,12,50,169,29.1,1004.2,17.6,0
Wanshouxigong,2015,8,20,13,32,186,30.7,1003.3,15.5,0
Wanshouxigong,2015,8,20,14,30,187,32.1,1002.5,14.7,0
Wanshouxigong,2015,8,20,15,31,182,32.8,1001.8,12.9,0
Wanshouxigong,2015,8,20,16,15,176,33.2,1001,12.8,0
Wanshouxigong,2015,8,20,17,22,165,32.8,1000.7,13.4,0
Wanshouxigong,2015,8,20,18,31,188,31.7,1000.4,15.2,0
Wanshouxigong,2015,8,20,19,43,187,29.8,1000.9,18.3,0
Wanshouxigong,2015,8,20,20,45,149,29.1,1001.5,18.5,0
Wanshouxigong,2015,8,20,21,51,140,27.5,1002.4,19,0
Wanshouxigong,2015,8,20,22,50,118,27.7,1002.6,14.3,0
Wanshouxigong,2015,8,20,23,34,82,26.6,1003,13.7,0
Wanshouxigong,2015,8,21,0,NA,75,26.1,1003.7,12.9,0
Wanshouxigong,2015,8,21,1,10,84,25.5,1003.5,13,0
Wanshouxigong,2015,8,21,2,NA,86,24.5,1003.3,12.1,0
Wanshouxigong,2015,8,21,3,NA,81,23.9,1002.9,11.6,0
Wanshouxigong,2015,8,21,4,6,81,22.1,1003,12.1,0
Wanshouxigong,2015,8,21,5,NA,68,21.3,1003.1,12.2,0
Wanshouxigong,2015,8,21,6,NA,70,22.5,1003.2,12.1,0
Wanshouxigong,2015,8,21,7,NA,65,24.1,1003.6,12.7,0
Wanshouxigong,2015,8,21,8,3,69,24.6,1003.2,13.8,0
Wanshouxigong,2015,8,21,9,12,72,26.1,1003.1,12.5,0
Wanshouxigong,2015,8,21,10,14,76,28.2,1002.8,12.5,0
Wanshouxigong,2015,8,21,11,5,91,29.6,1001.9,11.6,0
Wanshouxigong,2015,8,21,12,13,118,31.4,1000.9,13.2,0
Wanshouxigong,2015,8,21,13,3,151,32.2,1000.2,11.4,0
Wanshouxigong,2015,8,21,14,15,157,33,999.6,10.9,0
Wanshouxigong,2015,8,21,15,8,159,32.6,999.2,11.2,0
Wanshouxigong,2015,8,21,16,6,164,32.7,999,11.8,0
Wanshouxigong,2015,8,21,17,18,163,33.5,998.7,12.5,0
Wanshouxigong,2015,8,21,18,16,172,31.7,998.7,15.2,0
Wanshouxigong,2015,8,21,19,22,173,30.4,999.1,15.7,0
Wanshouxigong,2015,8,21,20,22,152,29.5,999.9,16,0
Wanshouxigong,2015,8,21,21,26,121,28.9,1000.2,16.1,0
Wanshouxigong,2015,8,21,22,28,93,27.7,1000.1,16.6,0
Wanshouxigong,2015,8,21,23,27,89,27,1000.1,16.9,0
Wanshouxigong,2015,8,22,0,48,56,26.2,1000.3,15.3,0
Wanshouxigong,2015,8,22,1,34,40,25.4,1000.5,16.3,0
Wanshouxigong,2015,8,22,2,22,42,24.9,1000.5,15.8,0
Wanshouxigong,2015,8,22,3,9,35,24.2,1000.6,15.9,0
Wanshouxigong,2015,8,22,4,19,27,23.3,1000.5,15.9,0
Wanshouxigong,2015,8,22,5,8,32,22.9,1000.6,15.5,0
Wanshouxigong,2015,8,22,6,27,34,22.2,1001.2,16,0
Wanshouxigong,2015,8,22,7,24,30,24,1001.8,16.3,0
Wanshouxigong,2015,8,22,8,3,49,25.4,1002,16,0
Wanshouxigong,2015,8,22,9,10,60,27.1,1002.4,15.1,0
Wanshouxigong,2015,8,22,10,13,78,28.4,1002.5,14.6,0
Wanshouxigong,2015,8,22,11,NA,94,29.5,1002.1,15.2,0
Wanshouxigong,2015,8,22,12,7,114,30.2,1001.8,15.9,0
Wanshouxigong,2015,8,22,13,5,123,30.6,1001.1,15.5,0
Wanshouxigong,2015,8,22,14,5,126,31.5,1000.4,15,0
Wanshouxigong,2015,8,22,15,3,129,31.7,999.7,14.8,0
Wanshouxigong,2015,8,22,16,6,128,30.4,999.5,16.8,0
Wanshouxigong,2015,8,22,17,7,122,29.1,1000.3,16,0
Wanshouxigong,2015,8,22,18,7,113,28.6,999.6,14.8,0
Wanshouxigong,2015,8,22,19,10,100,27,1001.1,16,0
Wanshouxigong,2015,8,22,20,20,112,26.1,1002.2,17.5,0
Wanshouxigong,2015,8,22,21,35,121,25,1002.9,18.9,0
Wanshouxigong,2015,8,22,22,44,106,24.5,1003.2,18.9,0
Wanshouxigong,2015,8,22,23,72,85,23.8,1003.7,18.7,0
Wanshouxigong,2015,8,23,0,76,77,23.4,1004,18.3,0
Wanshouxigong,2015,8,23,1,66,97,23.2,1004.2,17.4,0
Wanshouxigong,2015,8,23,2,57,64,23.1,1003.6,17.8,0
Wanshouxigong,2015,8,23,3,47,60,23.2,1003.5,17.4,0
Wanshouxigong,2015,8,23,4,36,54,21.4,1004.2,18.8,0.1
Wanshouxigong,2015,8,23,5,40,53,20.8,1004.1,18.7,1
Wanshouxigong,2015,8,23,6,18,44,21.4,1004.5,18,0
Wanshouxigong,2015,8,23,7,15,45,22,1005,17.6,0
Wanshouxigong,2015,8,23,8,5,63,22.4,1005.4,17.5,0
Wanshouxigong,2015,8,23,9,14,69,22.9,1005.8,17.6,0
Wanshouxigong,2015,8,23,10,11,80,24.4,1005.9,18.8,0
Wanshouxigong,2015,8,23,11,14,98,25.7,1005.9,18.9,0
Wanshouxigong,2015,8,23,12,14,116,25.7,1005.3,18.1,0
Wanshouxigong,2015,8,23,13,23,145,27.7,1004.9,19.2,0
Wanshouxigong,2015,8,23,14,23,152,27.8,1004.9,17.9,0
Wanshouxigong,2015,8,23,15,24,125,24.1,1005.1,16.4,0
Wanshouxigong,2015,8,23,16,NA,99,23.3,1005.9,16.6,0
Wanshouxigong,2015,8,23,17,17,60,23.3,1005,17.3,0
Wanshouxigong,2015,8,23,18,15,42,22.7,1005.2,17.2,0
Wanshouxigong,2015,8,23,19,12,43,22.8,1005.7,17,0
Wanshouxigong,2015,8,23,20,23,23,22,1006.4,17.1,0
Wanshouxigong,2015,8,23,21,31,21,22.3,1006.6,16.6,0
Wanshouxigong,2015,8,23,22,21,33,21.7,1007.1,16.9,0
Wanshouxigong,2015,8,23,23,14,43,21.3,1007.2,17.3,0
Wanshouxigong,2015,8,24,0,3,45,21.2,1007.3,17.6,0
Wanshouxigong,2015,8,24,1,4,30,22.2,1007.2,17.3,0
Wanshouxigong,2015,8,24,2,9,34,21.8,1007.3,17.8,0
Wanshouxigong,2015,8,24,3,16,37,21.3,1007.1,17.7,0
Wanshouxigong,2015,8,24,4,5,40,21.3,1007.1,17.5,0
Wanshouxigong,2015,8,24,5,10,37,21.9,1007.1,17.1,0
Wanshouxigong,2015,8,24,6,22,36,21.4,1007.8,17,0
Wanshouxigong,2015,8,24,7,16,35,22.1,1008,17.2,0
Wanshouxigong,2015,8,24,8,14,44,23.9,1008.3,17.4,0
Wanshouxigong,2015,8,24,9,7,56,24.9,1008.4,17.1,0
Wanshouxigong,2015,8,24,10,15,70,26.5,1008.3,17.6,0
Wanshouxigong,2015,8,24,11,22,94,27.2,1008,15.9,0
Wanshouxigong,2015,8,24,12,NA,112,27.6,1007.4,15.9,0
Wanshouxigong,2015,8,24,13,6,125,28,1006.9,16.3,0
Wanshouxigong,2015,8,24,14,8,127,29.3,1006.2,15.8,0
Wanshouxigong,2015,8,24,15,9,141,29.3,1005.8,14.7,0
Wanshouxigong,2015,8,24,16,14,143,28.3,1005.4,15.6,0
Wanshouxigong,2015,8,24,17,14,124,26.8,1005.1,15.5,0
Wanshouxigong,2015,8,24,18,12,115,27.2,1005.3,15.6,0
Wanshouxigong,2015,8,24,19,3,95,25.9,1005.9,16.4,0
Wanshouxigong,2015,8,24,20,17,69,24.5,1006.3,17.5,0
Wanshouxigong,2015,8,24,21,16,59,23.4,1007,18.1,0
Wanshouxigong,2015,8,24,22,20,52,22.6,1006.9,18.2,0
Wanshouxigong,2015,8,24,23,13,30,23.4,1006.8,18.7,0
Wanshouxigong,2015,8,25,0,21,16,22.5,1007,18.7,0
Wanshouxigong,2015,8,25,1,26,17,22.4,1006.7,18.6,0
Wanshouxigong,2015,8,25,2,19,35,22.2,1006.5,18.6,0
Wanshouxigong,2015,8,25,3,20,45,22.6,1006.5,17.7,0
Wanshouxigong,2015,8,25,4,18,47,22.9,1006.5,16.7,0
Wanshouxigong,2015,8,25,5,9,50,22.3,1006.6,16.6,0
Wanshouxigong,2015,8,25,6,16,45,22.4,1006.9,16.4,0
Wanshouxigong,2015,8,25,7,4,31,23.2,1007.2,16.3,0
Wanshouxigong,2015,8,25,8,13,35,23.6,1007.5,16.9,0
Wanshouxigong,2015,8,25,9,20,44,24.5,1007.9,17,0
Wanshouxigong,2015,8,25,10,21,57,26.2,1007.9,17,0
Wanshouxigong,2015,8,25,11,13,71,26.8,1007.3,16.1,0
Wanshouxigong,2015,8,25,12,16,104,28.7,1006.3,15.6,0
Wanshouxigong,2015,8,25,13,7,121,29.6,1005.4,15,0
Wanshouxigong,2015,8,25,14,8,127,30.5,1004.8,15,0
Wanshouxigong,2015,8,25,15,8,125,30.4,1004.3,14.5,0
Wanshouxigong,2015,8,25,16,6,117,29.3,1003.8,14.3,0
Wanshouxigong,2015,8,25,17,5,110,29.6,1004.1,15,0
Wanshouxigong,2015,8,25,18,7,103,27.9,1004.1,15.9,0
Wanshouxigong,2015,8,25,19,14,98,26.5,1004.8,17,0
Wanshouxigong,2015,8,25,20,18,76,25.7,1005.5,16.5,0
Wanshouxigong,2015,8,25,21,12,73,26.2,1005.9,16.2,0
Wanshouxigong,2015,8,25,22,23,40,24.2,1006,17.2,0
Wanshouxigong,2015,8,25,23,18,31,23.8,1006.1,17.3,0
Wanshouxigong,2015,8,26,0,18,45,22.5,1006.2,17.8,0
Wanshouxigong,2015,8,26,1,19,39,22.5,1006,18.3,0
Wanshouxigong,2015,8,26,2,8,34,22.6,1005.6,18.2,0
Wanshouxigong,2015,8,26,3,18,46,22.6,1005.5,18.2,0
Wanshouxigong,2015,8,26,4,10,41,22.3,1005.6,17.2,0
Wanshouxigong,2015,8,26,5,24,37,22.5,1005.7,16.8,0
Wanshouxigong,2015,8,26,6,29,22,21.9,1006.1,16.8,0
Wanshouxigong,2015,8,26,7,7,28,22.8,1006.5,17,0
Wanshouxigong,2015,8,26,8,NA,32,23.7,1006.7,16.7,0
Wanshouxigong,2015,8,26,9,6,38,25.3,1007,17,0
Wanshouxigong,2015,8,26,10,5,62,27.5,1006.9,16.5,0
Wanshouxigong,2015,8,26,11,14,92,28.1,1006.5,16.1,0
Wanshouxigong,2015,8,26,12,8,119,29,1005.6,15.9,0
Wanshouxigong,2015,8,26,13,11,139,29.9,1004.7,16,0
Wanshouxigong,2015,8,26,14,13,139,30.5,1003.8,14.6,0
Wanshouxigong,2015,8,26,15,9,136,31.1,1002.8,15.1,0
Wanshouxigong,2015,8,26,16,4,131,31.2,1002.9,13.9,0
Wanshouxigong,2015,8,26,17,3,131,30.5,1002.8,15.4,0
Wanshouxigong,2015,8,26,18,5,124,29.6,1002.8,15.7,0
Wanshouxigong,2015,8,26,19,20,110,27.9,1003.8,16.8,0
Wanshouxigong,2015,8,26,20,18,93,25.6,1004.7,17.5,0
Wanshouxigong,2015,8,26,21,14,67,24.5,1005,17.7,0
Wanshouxigong,2015,8,26,22,12,53,23.8,1005.1,18,0
Wanshouxigong,2015,8,26,23,18,33,23.6,1005.4,17.6,0
Wanshouxigong,2015,8,27,0,NA,55,22.8,1005.4,17.9,0
Wanshouxigong,2015,8,27,1,NA,49,22.8,1005.3,17.7,0
Wanshouxigong,2015,8,27,2,14,47,23,1005.5,17.5,0
Wanshouxigong,2015,8,27,3,15,55,22.3,1005.6,17.7,0
Wanshouxigong,2015,8,27,4,14,47,21.3,1005.7,17.9,0
Wanshouxigong,2015,8,27,5,9,49,21.4,1005.7,16.4,0
Wanshouxigong,2015,8,27,6,7,47,21.9,1006.2,16.6,0
Wanshouxigong,2015,8,27,7,12,43,22.9,1006.6,16.4,0
Wanshouxigong,2015,8,27,8,14,51,24.6,1006.9,16.8,0
Wanshouxigong,2015,8,27,9,3,63,26.3,1007,16.2,0
Wanshouxigong,2015,8,27,10,NA,76,27.6,1006.9,15.9,0
Wanshouxigong,2015,8,27,11,15,89,28.4,1006.3,15.3,0
Wanshouxigong,2015,8,27,12,8,114,29.7,1005.6,14.3,0
Wanshouxigong,2015,8,27,13,8,134,30.5,1004.9,13.3,0
Wanshouxigong,2015,8,27,14,13,155,31.1,1004.3,13.8,0
Wanshouxigong,2015,8,27,15,10,159,30.5,1003.5,12.9,0
Wanshouxigong,2015,8,27,16,9,131,30.5,1003.3,16.1,0
Wanshouxigong,2015,8,27,17,8,108,30.4,1003,14.9,0
Wanshouxigong,2015,8,27,18,9,131,28.9,1003.1,15.8,0
Wanshouxigong,2015,8,27,19,12,127,26.8,1003.9,17.6,0
Wanshouxigong,2015,8,27,20,22,99,26.9,1004.3,16.2,0
Wanshouxigong,2015,8,27,21,15,79,25.2,1004.7,17.1,0
Wanshouxigong,2015,8,27,22,33,62,25.3,1004.6,17,0
Wanshouxigong,2015,8,27,23,30,30,24.4,1005.1,17.9,0
Wanshouxigong,2015,8,28,0,19,22,22.5,1005,18.5,0
Wanshouxigong,2015,8,28,1,22,19,22.8,1004.8,18.3,0
Wanshouxigong,2015,8,28,2,7,23,22.5,1004.5,18.7,0
Wanshouxigong,2015,8,28,3,19,25,22.3,1004.4,17.7,0
Wanshouxigong,2015,8,28,4,14,26,20.8,1004.2,17.6,0
Wanshouxigong,2015,8,28,5,34,32,20.7,1004.3,16.7,0
Wanshouxigong,2015,8,28,6,NA,44,20.6,1004.6,16.2,0
Wanshouxigong,2015,8,28,7,8,41,22.4,1004.7,16.7,0
Wanshouxigong,2015,8,28,8,29,42,24.3,1004.9,16.3,0
Wanshouxigong,2015,8,28,9,3,49,25.8,1005,15.8,0
Wanshouxigong,2015,8,28,10,3,68,27.4,1004.8,16.7,0
Wanshouxigong,2015,8,28,11,15,88,28.9,1004.2,17.4,0
Wanshouxigong,2015,8,28,12,18,100,30.1,1003.4,15.8,0
Wanshouxigong,2015,8,28,13,23,137,31.5,1002.6,16.3,0
Wanshouxigong,2015,8,28,14,11,146,32.2,1001.7,13.4,0
Wanshouxigong,2015,8,28,15,9,155,32.8,1001.2,12.4,0
Wanshouxigong,2015,8,28,16,14,172,33.3,1000.6,11.8,0
Wanshouxigong,2015,8,28,17,13,180,32.5,1000.7,11.6,0
Wanshouxigong,2015,8,28,18,16,172,31.2,1000.9,12.5,0
Wanshouxigong,2015,8,28,19,21,145,28.8,1001.2,16.4,0
Wanshouxigong,2015,8,28,20,28,128,26.1,1002.8,15.8,0
Wanshouxigong,2015,8,28,21,25,126,24.6,1003.7,15,0
Wanshouxigong,2015,8,28,22,19,107,24.5,1004,14.3,0
Wanshouxigong,2015,8,28,23,13,99,23.1,1003.9,15.2,0
Wanshouxigong,2015,8,29,0,28,90,22.5,1005,15.3,0
Wanshouxigong,2015,8,29,1,40,78,22.4,1005.3,16.2,0
Wanshouxigong,2015,8,29,2,32,86,23.4,1005.3,13.8,0
Wanshouxigong,2015,8,29,3,37,87,22.6,1004.7,13.6,0
Wanshouxigong,2015,8,29,4,17,88,22.5,1004.3,14.3,0
Wanshouxigong,2015,8,29,5,5,64,22.2,1004.5,15.5,0
Wanshouxigong,2015,8,29,6,14,62,19.9,1005.2,15.9,0
Wanshouxigong,2015,8,29,7,14,62,21.6,1005.5,16.8,0
Wanshouxigong,2015,8,29,8,36,72,23.9,1005.6,16.4,0
Wanshouxigong,2015,8,29,9,21,90,25.1,1005.9,16.5,0
Wanshouxigong,2015,8,29,10,21,106,26.4,1005.8,16.3,0
Wanshouxigong,2015,8,29,11,33,124,27.9,1005.5,14.9,0
Wanshouxigong,2015,8,29,12,25,158,29,1005.1,15.2,0
Wanshouxigong,2015,8,29,13,33,196,29.4,1004.6,15.5,0
Wanshouxigong,2015,8,29,14,37,221,30.2,1003.9,15.5,0
Wanshouxigong,2015,8,29,15,38,219,29.8,1003.1,16.2,0
Wanshouxigong,2015,8,29,16,35,191,29.3,1003.6,16.8,0
Wanshouxigong,2015,8,29,17,32,179,29,1003.1,16.2,0
Wanshouxigong,2015,8,29,18,36,171,28.4,1002.7,15,0
Wanshouxigong,2015,8,29,19,28,161,27.7,1003.5,14.7,0
Wanshouxigong,2015,8,29,20,36,150,27.5,1004.6,14.8,0
Wanshouxigong,2015,8,29,21,21,141,26.8,1005.5,15.8,0
Wanshouxigong,2015,8,29,22,32,139,25,1005.7,17.7,0
Wanshouxigong,2015,8,29,23,35,126,24.1,1006.2,18.3,0
Wanshouxigong,2015,8,30,0,30,102,23.6,1006.3,18.7,0
Wanshouxigong,2015,8,30,1,51,74,22.7,1006.4,18.2,0
Wanshouxigong,2015,8,30,2,10,54,21.9,1006.4,17.3,0
Wanshouxigong,2015,8,30,3,38,51,21.2,1006.7,16.4,0
Wanshouxigong,2015,8,30,4,26,53,21.2,1006.9,15.9,0
Wanshouxigong,2015,8,30,5,21,60,20.6,1007.2,18,2.5
Wanshouxigong,2015,8,30,6,NA,62,20.1,1007.3,17.7,0
Wanshouxigong,2015,8,30,7,9,70,20.7,1007.5,17.9,0
Wanshouxigong,2015,8,30,8,24,81,21.4,1008,18.4,0
Wanshouxigong,2015,8,30,9,7,77,21.8,1008.3,18.4,0
Wanshouxigong,2015,8,30,10,32,83,23,1008.2,18.1,0
Wanshouxigong,2015,8,30,11,39,94,23.2,1008.5,17.6,0
Wanshouxigong,2015,8,30,12,10,88,21.4,1008.4,18.2,0.4
Wanshouxigong,2015,8,30,13,51,80,22.8,1007.6,17.3,0.1
Wanshouxigong,2015,8,30,14,33,88,23,1007.5,17.9,0
Wanshouxigong,2015,8,30,15,23,108,24.1,1007.3,17.1,0
Wanshouxigong,2015,8,30,16,24,104,21.8,1007.3,17.2,0
Wanshouxigong,2015,8,30,17,27,93,21.1,1007.3,17.7,0
Wanshouxigong,2015,8,30,18,13,76,21.3,1007.2,18.1,0
Wanshouxigong,2015,8,30,19,NA,73,21,1007.1,18.6,0
Wanshouxigong,2015,8,30,20,3,43,20.7,1008,17.1,0
Wanshouxigong,2015,8,30,21,13,27,21,1008,17.2,0
Wanshouxigong,2015,8,30,22,29,19,20.7,1008.3,17.7,0
Wanshouxigong,2015,8,30,23,59,29,21.2,1008.6,18.2,0
Wanshouxigong,2015,8,31,0,32,35,21.4,1008.8,18.6,0
Wanshouxigong,2015,8,31,1,32,41,21.5,1008.5,18.7,0
Wanshouxigong,2015,8,31,2,25,53,21.2,1008.6,18.8,0
Wanshouxigong,2015,8,31,3,37,46,21.3,1008.4,18.9,0.1
Wanshouxigong,2015,8,31,4,17,68,20.7,1008.2,19.4,0.4
Wanshouxigong,2015,8,31,5,27,72,20.7,1008.1,19.5,0.1
Wanshouxigong,2015,8,31,6,28,78,20.3,1008.3,19.1,0.4
Wanshouxigong,2015,8,31,7,25,60,20.2,1008.7,19,0.2
Wanshouxigong,2015,8,31,8,31,38,20.5,1008.9,18.8,0.3
Wanshouxigong,2015,8,31,9,4,45,21.3,1009.1,19,0
Wanshouxigong,2015,8,31,10,NA,53,22.1,1009.4,18.1,0
Wanshouxigong,2015,8,31,11,16,63,22.5,1009.5,18.3,0
Wanshouxigong,2015,8,31,12,13,71,20.2,1009.3,18.5,10.9
Wanshouxigong,2015,8,31,13,17,56,20,1008.9,18,4
Wanshouxigong,2015,8,31,14,51,67,20.9,1008.6,18.8,0.4
Wanshouxigong,2015,8,31,15,NA,51,21.6,1008.1,18.8,0
Wanshouxigong,2015,8,31,16,NA,58,22.4,1008.2,18.2,0
Wanshouxigong,2015,8,31,17,12,70,22.2,1008.1,17.6,0
Wanshouxigong,2015,8,31,18,33,66,22,1008.3,19.4,0
Wanshouxigong,2015,8,31,19,21,53,21,1008.4,18.9,0.1
Wanshouxigong,2015,8,31,20,41,70,19.9,1008.8,18,0.3
Wanshouxigong,2015,8,31,21,50,60,19.8,1009.5,18.3,0.1
Wanshouxigong,2015,8,31,22,29,72,18.9,1009.3,17.9,2.5
Wanshouxigong,2015,8,31,23,17,77,18.7,1009.3,17.9,1.4
Wanshouxigong,2015,9,1,0,8,81,18.6,1009.2,17.6,0.9
Wanshouxigong,2015,9,1,1,3,74,18.9,1009,17.9,0.6
Wanshouxigong,2015,9,1,2,37,75,18.8,1008.8,17.8,0.7
Wanshouxigong,2015,9,1,3,NA,74,18.8,1008.8,17.6,0.3
Wanshouxigong,2015,9,1,4,13,58,18.8,1008.4,17.8,0.5
Wanshouxigong,2015,9,1,5,NA,58,18.5,1008.1,17.7,0.3
Wanshouxigong,2015,9,1,6,15,52,18.5,1008.2,17.5,0.2
Wanshouxigong,2015,9,1,7,23,54,18.8,1008.4,17.5,0.6
Wanshouxigong,2015,9,1,8,57,41,19.3,1008.7,17.3,0.2
Wanshouxigong,2015,9,1,9,19,44,19.4,1009.1,18.4,0.8
Wanshouxigong,2015,9,1,10,NA,38,20.3,1009.2,17.5,0
